Img name,Layer2 In,Layer2 Out,Layer5 In,Layer5 Out,Layer8 In,Layer8 Out,Layer11 In,Layer11 Out
4232,0.287,0.22,0.137,0.166,0.14,0.217,4.783,3.18
4234,0.339,0.35,0.162,0.18,0.135,0.168,4.411,3.15
4235,0.28,0.41,0.14,0.131,0.171,0.141,4.449,2.483
4239,0.392,0.217,0.131,0.146,0.088,0.152,2.798,3.433
4240,0.407,0.223,0.153,0.141,0.125,0.154,3.147,4.173
4241,0.357,0.205,0.187,0.139,0.124,0.156,2.963,4.192
4242,0.349,0.237,0.158,0.173,0.15,0.195,4.179,3.361
4243,0.161,0.292,0.181,0.137,0.167,0.172,2.633,2.066
4244,0.317,0.356,0.175,0.166,0.145,0.185,3.219,2.312
4245,0.16,0.268,0.186,0.076,0.249,0.082,2.571,2.502
4246,0.355,0.308,0.13,0.14,0.138,0.183,3.911,3.044
4247,0.313,0.511,0.186,0.134,0.162,0.111,3.058,1.707
4249,0.301,0.342,0.158,0.131,0.18,0.13,2.66,1.721
425,0.294,0.533,0.162,0.102,0.136,0.178,3.079,3.731
4254,0.387,0.319,0.196,0.121,0.182,0.104,2.595,1.551
4255,0.274,0.374,0.198,0.169,0.158,0.226,2.504,2.546
4256,0.398,0.342,0.173,0.121,0.214,0.133,3.941,1.971
4257,0.412,0.334,0.17,0.15,0.189,0.184,3.917,3.295
4258,0.185,0.312,0.156,0.202,0.192,0.201,3.892,1.627
4259,0.324,0.179,0.161,0.149,0.152,0.185,3.091,3.821
426,0.265,0.337,0.143,0.138,0.107,0.161,3.09,3.09
4260,0.374,0.318,0.139,0.139,0.159,0.13,4.69,3.519
4261,0.353,0.27,0.148,0.086,0.138,0.144,4.337,3.331
4262,0.262,0.522,0.191,0.054,0.165,0.101,3.601,1.597
4263,0.287,0.385,0.184,0.109,0.166,0.153,3.744,2.561
4264,0.38,0.301,0.139,0.149,0.138,0.151,4.124,3.936
4265,0.364,0.245,0.151,0.15,0.132,0.162,4.408,3.624
4266,0.258,0.296,0.157,0.13,0.155,0.174,4.574,3.885
4267,0.24,0.412,0.142,0.159,0.125,0.129,3.712,2.182
4268,0.286,0.302,0.145,0.132,0.148,0.183,5.266,4.392
4269,0.396,0.271,0.135,0.128,0.109,0.205,4.303,4.037
4270,0.28,0.393,0.127,0.165,0.134,0.163,3.322,2.666
4271,0.344,0.379,0.137,0.151,0.165,0.138,3.543,3.029
4273,0.264,0.306,0.155,0.09,0.157,0.091,4.338,1.946
4274,0.278,0.398,0.178,0.096,0.191,0.093,4.154,1.487
4276,0.26,0.184,0.164,0.078,0.188,0.046,3.656,1.632
4279,0.257,0.245,0.211,0.142,0.237,0.168,4.129,3.912
428,0.355,0.301,0.192,0.168,0.193,0.191,4.18,4.179
4280,0.362,0.274,0.167,0.16,0.166,0.168,4.21,3.802
4281,0.246,0.367,0.123,0.175,0.142,0.141,2.973,2.592
4282,0.388,0.355,0.167,0.132,0.152,0.167,4.49,3.239
4283,0.333,0.348,0.14,0.195,0.132,0.264,3.844,4.274
4284,0.144,0.162,0.205,0.161,0.215,0.154,4.243,1.931
4285,0.207,0.189,0.181,0.142,0.152,0.161,2.689,2.356
4290,0.399,0.3,0.118,0.162,0.139,0.174,3.291,2.415
4291,0.21,0.346,0.139,0.149,0.165,0.163,3.401,2.929
4292,0.365,0.313,0.143,0.166,0.153,0.197,3.531,2.603
4293,0.296,0.366,0.124,0.131,0.141,0.128,4.06,2.639
4294,0.353,0.343,0.143,0.148,0.114,0.151,4.357,3.205
4296,0.594,0.287,0.091,0.161,0.047,0.18,2.226,3.407
4297,0.409,0.237,0.13,0.153,0.185,0.18,3.759,3.794
4298,0.331,0.219,0.137,0.172,0.161,0.183,4.043,3.507
4299,0.373,0.27,0.126,0.163,0.109,0.215,3.992,3.395
430,0.315,0.256,0.156,0.155,0.148,0.195,2.772,3.197
4301,0.276,0.292,0.12,0.175,0.148,0.162,5.117,4.013
4302,0.214,0.352,0.167,0.146,0.189,0.152,2.606,3.139
4303,0.3,0.261,0.167,0.124,0.209,0.134,3.383,2.324
4305,0.102,0.212,0.212,0.142,0.169,0.193,3.357,2.581
4306,0.315,0.351,0.182,0.108,0.223,0.168,3.94,3.858
4309,0.349,0.266,0.131,0.164,0.17,0.132,4.054,2.606
431,0.363,0.357,0.16,0.141,0.179,0.181,4.0,4.25
4310,0.292,0.278,0.139,0.094,0.168,0.079,4.084,1.765
4311,0.322,0.446,0.147,0.169,0.132,0.154,4.116,1.27
4312,0.411,0.334,0.117,0.122,0.17,0.184,3.277,4.501
4313,0.308,0.316,0.161,0.134,0.194,0.21,3.258,4.222
4315,0.408,0.229,0.132,0.177,0.184,0.183,3.504,3.44
4316,0.318,0.33,0.121,0.164,0.092,0.164,2.787,3.363
4317,0.315,0.411,0.155,0.139,0.217,0.218,3.519,2.987
4318,0.352,0.308,0.093,0.164,0.17,0.192,4.22,4.276
4319,0.349,0.293,0.118,0.142,0.165,0.175,4.349,3.973
432,0.325,0.31,0.15,0.153,0.138,0.12,2.685,4.006
4322,0.361,0.242,0.151,0.243,0.132,0.177,3.575,2.437
4323,0.228,0.394,0.133,0.172,0.175,0.163,4.008,3.16
4326,0.247,0.439,0.149,0.194,0.167,0.207,3.868,1.466
433,0.377,0.371,0.151,0.137,0.116,0.16,2.944,3.633
4330,0.372,0.218,0.127,0.145,0.139,0.211,4.552,3.796
4331,0.324,0.235,0.14,0.177,0.146,0.226,4.713,4.207
4332,0.449,0.264,0.103,0.146,0.11,0.17,3.857,4.533
4333,0.375,0.26,0.143,0.181,0.164,0.186,4.531,3.882
4334,0.267,0.195,0.138,0.125,0.188,0.19,4.865,2.801
4337,0.407,0.271,0.14,0.203,0.181,0.167,3.083,4.055
4338,0.321,0.253,0.174,0.126,0.165,0.202,4.852,3.659
4339,0.207,0.333,0.214,0.176,0.09,0.182,3.027,2.436
4340,0.234,0.367,0.168,0.128,0.207,0.149,3.61,2.935
4342,0.272,0.405,0.138,0.147,0.187,0.18,4.284,1.836
4345,0.311,0.198,0.19,0.124,0.225,0.148,4.418,3.277
4346,0.331,0.324,0.129,0.127,0.157,0.177,4.842,4.023
4348,0.239,0.286,0.136,0.127,0.208,0.154,3.693,3.215
4351,0.221,0.273,0.227,0.134,0.235,0.173,3.968,3.941
4352,0.318,0.243,0.176,0.129,0.248,0.142,3.508,2.667
4353,0.105,0.192,0.186,0.091,0.167,0.181,3.232,2.981
4354,0.365,0.282,0.098,0.163,0.184,0.17,4.061,3.981
4355,0.436,0.28,0.21,0.122,0.261,0.184,4.083,3.764
4356,0.374,0.326,0.147,0.224,0.093,0.201,2.875,4.131
4357,0.512,0.308,0.125,0.196,0.115,0.19,1.744,4.418
4362,0.324,0.299,0.159,0.119,0.193,0.177,3.473,2.868
4363,0.283,0.269,0.16,0.117,0.177,0.133,4.584,2.48
4364,0.253,0.363,0.187,0.092,0.178,0.103,5.334,3.142
4366,0.273,0.294,0.145,0.127,0.191,0.162,5.0,2.803
4367,0.384,0.235,0.157,0.182,0.159,0.18,3.422,3.497
4368,0.388,0.286,0.092,0.175,0.084,0.194,2.762,4.915
437,0.306,0.156,0.161,0.188,0.146,0.149,4.017,5.096
4373,0.168,0.328,0.098,0.167,0.119,0.166,4.299,3.468
4375,0.233,0.328,0.176,0.198,0.149,0.144,2.492,1.39
4376,0.207,0.382,0.154,0.18,0.15,0.18,3.285,2.032
4377,0.26,0.308,0.143,0.15,0.16,0.141,3.029,2.309
4378,0.367,0.396,0.18,0.209,0.169,0.177,2.707,2.598
438,0.5,0.248,0.132,0.163,0.078,0.223,2.981,3.726
4380,0.25,0.38,0.16,0.198,0.177,0.162,3.327,2.046
4381,0.527,0.231,0.126,0.162,0.07,0.226,3.459,4.226
4382,0.411,0.226,0.154,0.156,0.126,0.175,3.978,4.43
4383,0.312,0.26,0.129,0.169,0.143,0.211,3.374,5.0
4389,0.307,0.284,0.181,0.115,0.182,0.129,4.689,2.969
439,0.374,0.321,0.159,0.162,0.134,0.182,2.025,2.617
4394,0.501,0.217,0.191,0.141,0.143,0.153,3.873,4.17
4396,0.421,0.218,0.103,0.176,0.103,0.261,3.753,4.086
4398,0.357,0.391,0.173,0.218,0.132,0.211,2.653,2.979
4399,0.363,0.244,0.132,0.146,0.142,0.182,2.369,3.186
4400,0.342,0.254,0.169,0.143,0.188,0.177,2.939,3.716
4403,0.299,0.191,0.189,0.148,0.188,0.172,3.932,3.878
4408,0.327,0.356,0.144,0.135,0.194,0.159,2.541,3.215
4411,0.346,0.292,0.154,0.1,0.165,0.125,2.603,3.792
4412,0.196,0.279,0.15,0.139,0.138,0.168,2.741,4.207
4413,0.335,0.261,0.172,0.151,0.164,0.164,3.273,4.231
4415,0.318,0.251,0.138,0.099,0.196,0.219,4.659,4.108
4419,0.294,0.314,0.135,0.153,0.116,0.154,3.539,3.014
442,0.366,0.344,0.162,0.146,0.177,0.181,2.788,3.227
4420,0.236,0.316,0.146,0.163,0.121,0.186,3.488,3.285
4426,0.382,0.259,0.138,0.124,0.128,0.183,2.975,3.8
443,0.298,0.324,0.177,0.158,0.181,0.158,2.772,3.169
4433,0.367,0.246,0.131,0.143,0.127,0.199,2.51,4.413
4437,0.408,0.35,0.199,0.122,0.182,0.145,4.023,2.909
4438,0.558,0.318,0.17,0.137,0.139,0.173,3.775,3.859
4439,0.679,0.31,0.077,0.151,0.042,0.194,2.442,3.973
444,0.429,0.298,0.128,0.127,0.109,0.126,2.083,3.098
4441,0.499,0.306,0.113,0.155,0.135,0.178,4.196,4.085
4442,0.47,0.261,0.123,0.133,0.117,0.149,3.681,2.988
4444,0.322,0.25,0.151,0.178,0.193,0.171,4.206,2.78
4446,0.481,0.278,0.158,0.161,0.195,0.155,4.698,3.265
4449,0.436,0.346,0.246,0.13,0.145,0.15,3.165,3.39
445,0.416,0.303,0.176,0.146,0.145,0.164,2.454,3.111
4450,0.325,0.305,0.148,0.155,0.185,0.16,4.573,3.408
4452,0.253,0.256,0.142,0.144,0.125,0.16,3.566,2.871
4455,0.488,0.288,0.167,0.147,0.138,0.173,3.533,3.841
4459,0.272,0.253,0.137,0.148,0.159,0.201,4.427,2.323
4460,0.28,0.275,0.124,0.124,0.101,0.153,3.711,3.497
4463,0.326,0.215,0.112,0.182,0.126,0.19,3.798,3.268
4464,0.342,0.241,0.123,0.192,0.099,0.188,3.629,3.969
4466,0.31,0.214,0.158,0.124,0.19,0.193,3.821,3.369
4467,0.345,0.206,0.144,0.135,0.112,0.182,3.403,2.937
4468,0.466,0.265,0.109,0.149,0.105,0.164,3.068,3.018
4469,0.295,0.219,0.14,0.143,0.132,0.161,4.595,2.749
4470,0.283,0.3,0.185,0.111,0.142,0.194,3.549,3.601
4471,0.292,0.22,0.094,0.138,0.128,0.195,3.742,2.113
4473,0.39,0.223,0.131,0.139,0.123,0.179,3.542,2.938
4474,0.272,0.331,0.157,0.112,0.151,0.159,4.413,3.785
4475,0.385,0.269,0.167,0.131,0.134,0.159,4.446,3.59
4476,0.274,0.418,0.136,0.177,0.178,0.169,3.021,2.671
4477,0.207,0.439,0.142,0.171,0.111,0.155,2.687,3.182
4478,0.251,0.41,0.172,0.142,0.141,0.179,3.638,2.109
4479,0.266,0.264,0.166,0.115,0.188,0.205,3.615,3.395
448,0.565,0.31,0.135,0.147,0.105,0.146,2.17,2.293
4480,0.377,0.348,0.133,0.146,0.142,0.275,3.609,4.54
4481,0.364,0.364,0.173,0.128,0.19,0.238,3.2,4.466
4482,0.344,0.395,0.176,0.145,0.157,0.2,4.741,4.101
4483,0.365,0.289,0.123,0.142,0.142,0.237,4.281,3.81
449,0.306,0.322,0.157,0.27,0.138,0.128,3.014,1.836
452,0.396,0.361,0.172,0.148,0.152,0.176,2.247,3.687
453,0.241,0.246,0.241,0.183,0.23,0.162,3.651,2.342
454,0.373,0.371,0.137,0.15,0.164,0.181,3.068,4.716
455,0.3,0.35,0.125,0.169,0.143,0.16,2.943,4.267
456,0.341,0.281,0.137,0.127,0.128,0.223,3.409,4.493
458,0.265,0.246,0.163,0.142,0.137,0.195,4.356,3.418
46,0.298,0.335,0.189,0.108,0.176,0.11,3.743,2.462
460,0.389,0.314,0.16,0.152,0.164,0.138,3.706,2.769
462,0.342,0.32,0.205,0.149,0.169,0.112,3.67,3.029
466,0.228,0.298,0.207,0.123,0.224,0.163,4.363,3.956
47,0.331,0.337,0.138,0.16,0.112,0.195,2.615,2.658
474,0.219,0.214,0.154,0.137,0.147,0.192,2.225,3.146
475,0.207,0.144,0.146,0.201,0.19,0.183,2.85,4.414
478,0.313,0.223,0.168,0.139,0.203,0.17,4.297,4.089
48,0.388,0.251,0.121,0.232,0.106,0.222,3.06,3.057
480,0.37,0.201,0.159,0.137,0.137,0.171,4.219,3.554
486,0.216,0.378,0.12,0.156,0.132,0.137,2.057,2.58
487,0.31,0.358,0.201,0.146,0.232,0.115,4.721,3.586
49,0.373,0.291,0.136,0.176,0.126,0.195,4.751,2.412
494,0.455,0.25,0.151,0.149,0.125,0.172,3.473,4.57
497,0.429,0.361,0.186,0.145,0.149,0.223,4.409,3.408
498,0.411,0.289,0.166,0.161,0.142,0.176,1.761,2.598
499,0.261,0.265,0.216,0.126,0.366,0.139,4.225,3.893
5,0.335,0.415,0.208,0.113,0.176,0.13,3.738,2.743
5001,0.357,0.358,0.204,0.119,0.197,0.177,3.064,3.94
5002,0.439,0.303,0.168,0.138,0.146,0.14,2.978,3.95
5003,0.371,0.264,0.166,0.123,0.114,0.177,3.19,3.629
5004,0.407,0.246,0.124,0.162,0.062,0.154,3.215,2.199
5006,0.264,0.52,0.14,0.156,0.137,0.174,4.772,2.152
5007,0.358,0.388,0.188,0.109,0.133,0.151,2.832,3.54
5008,0.224,0.373,0.173,0.149,0.084,0.155,3.498,3.382
5009,0.254,0.33,0.184,0.13,0.163,0.162,5.013,2.721
501,0.431,0.214,0.157,0.151,0.222,0.241,3.427,3.837
5010,0.54,0.303,0.151,0.154,0.139,0.147,4.197,3.485
5011,0.322,0.385,0.148,0.164,0.117,0.192,3.735,3.814
5012,0.285,0.414,0.123,0.136,0.185,0.135,3.257,3.093
5014,0.191,0.339,0.149,0.195,0.079,0.168,2.81,2.333
5015,0.413,0.333,0.181,0.107,0.161,0.153,4.048,2.62
5017,0.238,0.341,0.123,0.148,0.022,0.142,1.636,3.712
5019,0.439,0.337,0.116,0.146,0.078,0.168,3.587,3.904
5020,0.371,0.298,0.145,0.164,0.212,0.164,4.474,1.923
5021,0.483,0.334,0.111,0.205,0.125,0.176,3.336,3.403
5022,0.166,0.242,0.146,0.135,0.153,0.206,4.195,2.857
5023,0.301,0.345,0.146,0.173,0.119,0.182,3.515,3.245
5024,0.333,0.417,0.147,0.192,0.142,0.209,3.491,2.373
5025,0.515,0.34,0.068,0.154,0.03,0.166,0.519,3.216
5027,0.334,0.299,0.146,0.154,0.172,0.135,3.869,3.874
5029,0.334,0.315,0.201,0.118,0.163,0.145,5.036,3.93
503,0.339,0.3,0.185,0.074,0.199,0.056,4.078,2.447
5030,0.377,0.296,0.152,0.124,0.135,0.157,3.954,2.804
5033,0.366,0.307,0.155,0.206,0.137,0.132,3.667,3.544
5034,0.284,0.306,0.129,0.162,0.11,0.144,2.466,2.618
5036,0.288,0.369,0.139,0.148,0.146,0.115,3.11,2.949
5037,0.297,0.376,0.175,0.137,0.131,0.136,2.635,2.907
5038,0.369,0.293,0.133,0.131,0.128,0.251,3.639,4.351
5042,0.344,0.39,0.152,0.154,0.167,0.173,4.081,3.104
5043,0.357,0.423,0.135,0.195,0.116,0.181,1.918,2.666
5044,0.302,0.37,0.165,0.131,0.165,0.17,3.604,3.022
5046,0.385,0.36,0.168,0.136,0.144,0.14,3.216,3.947
5047,0.405,0.398,0.224,0.112,0.172,0.158,4.062,2.528
5049,0.186,0.39,0.174,0.152,0.22,0.175,3.48,2.758
5050,0.515,0.302,0.125,0.19,0.138,0.173,2.235,3.607
5052,0.322,0.48,0.121,0.198,0.11,0.258,2.76,4.678
5053,0.343,0.391,0.17,0.152,0.207,0.128,4.958,2.567
5054,0.321,0.347,0.216,0.122,0.256,0.167,4.338,3.509
5055,0.334,0.327,0.157,0.143,0.137,0.112,2.018,1.554
5056,0.353,0.329,0.141,0.165,0.116,0.147,2.172,3.326
5057,0.321,0.443,0.122,0.194,0.093,0.16,3.595,3.602
5058,0.238,0.353,0.147,0.146,0.131,0.15,3.603,3.601
5059,0.317,0.372,0.195,0.156,0.185,0.149,4.518,2.468
506,0.51,0.321,0.085,0.158,0.046,0.204,2.027,3.681
5060,0.439,0.288,0.133,0.194,0.098,0.2,3.506,3.397
5061,0.535,0.341,0.138,0.126,0.167,0.161,4.919,3.344
5062,0.238,0.364,0.14,0.153,0.156,0.156,2.145,4.677
5063,0.259,0.383,0.126,0.183,0.158,0.209,3.397,2.725
5064,0.241,0.383,0.178,0.151,0.139,0.196,3.833,2.717
5067,0.128,0.359,0.026,0.172,0.025,0.148,2.254,2.987
5068,0.264,0.496,0.147,0.187,0.135,0.183,3.254,2.004
5069,0.239,0.404,0.147,0.163,0.081,0.18,4.933,4.392
507,0.408,0.154,0.14,0.138,0.163,0.164,2.844,4.0
5071,0.212,0.359,0.126,0.14,0.057,0.139,3.896,3.02
5072,0.244,0.327,0.194,0.095,0.136,0.142,3.328,2.683
5073,0.317,0.354,0.141,0.132,0.133,0.151,2.405,2.516
5074,0.286,0.336,0.227,0.156,0.299,0.152,5.47,3.881
5075,0.468,0.274,0.119,0.159,0.12,0.171,1.373,3.396
5076,0.319,0.315,0.134,0.171,0.153,0.159,3.661,2.951
5077,0.311,0.353,0.138,0.087,0.177,0.152,5.493,3.864
5078,0.232,0.304,0.133,0.153,0.059,0.129,2.477,3.119
5079,0.36,0.346,0.15,0.117,0.13,0.186,4.572,3.735
508,0.499,0.163,0.133,0.133,0.125,0.17,3.653,4.138
5080,0.275,0.442,0.145,0.151,0.166,0.158,3.852,2.892
5081,0.465,0.311,0.169,0.123,0.195,0.133,3.159,3.113
5083,0.527,0.337,0.115,0.127,0.201,0.158,4.235,2.784
5084,0.292,0.362,0.144,0.172,0.121,0.209,2.393,3.298
5085,0.385,0.363,0.163,0.134,0.118,0.158,4.286,3.19
5089,0.432,0.319,0.101,0.154,0.08,0.146,1.305,4.209
5090,0.235,0.369,0.126,0.159,0.108,0.154,4.381,3.904
5092,0.265,0.359,0.084,0.152,0.073,0.155,2.692,3.453
5093,0.45,0.353,0.158,0.149,0.126,0.106,3.09,2.391
5094,0.401,0.349,0.129,0.19,0.159,0.166,4.592,4.835
5095,0.408,0.307,0.168,0.11,0.153,0.133,3.966,2.67
5096,0.374,0.364,0.151,0.171,0.157,0.162,3.752,2.982
5099,0.266,0.386,0.186,0.137,0.129,0.169,1.822,4.337
51,0.446,0.243,0.126,0.214,0.123,0.185,2.397,2.632
5100,0.227,0.198,0.146,0.143,0.15,0.244,3.996,2.578
5101,0.212,0.373,0.175,0.139,0.097,0.15,4.177,3.249
5102,0.226,0.37,0.132,0.152,0.127,0.135,3.474,3.011
5103,0.333,0.259,0.177,0.13,0.179,0.117,2.776,2.307
5106,0.226,0.415,0.189,0.102,0.174,0.16,4.421,4.127
5108,0.286,0.465,0.141,0.172,0.15,0.178,2.852,2.315
5110,0.471,0.33,0.191,0.14,0.106,0.175,3.749,3.87
5111,0.464,0.204,0.166,0.156,0.151,0.168,3.861,4.286
5113,0.319,0.454,0.147,0.197,0.122,0.202,3.294,3.377
5114,0.352,0.258,0.157,0.155,0.221,0.191,4.543,3.58
5115,0.282,0.375,0.154,0.147,0.087,0.175,4.042,3.789
5119,0.382,0.332,0.122,0.146,0.093,0.144,2.672,2.461
5124,0.316,0.472,0.153,0.215,0.17,0.247,3.404,0.928
5125,0.372,0.389,0.173,0.131,0.181,0.133,4.21,2.668
5126,0.585,0.266,0.162,0.136,0.122,0.115,4.346,2.233
5127,0.506,0.257,0.136,0.198,0.13,0.216,2.377,3.067
5128,0.415,0.293,0.14,0.181,0.105,0.166,2.867,2.452
5129,0.176,0.322,0.238,0.159,0.155,0.145,5.343,3.67
5132,0.406,0.34,0.15,0.174,0.194,0.195,4.326,2.791
5134,0.635,0.31,0.138,0.153,0.191,0.15,4.167,3.26
5135,0.263,0.335,0.148,0.155,0.1,0.16,3.492,2.937
5137,0.333,0.371,0.147,0.158,0.105,0.183,2.786,2.828
5138,0.632,0.322,0.136,0.157,0.146,0.162,3.313,3.686
5140,0.383,0.402,0.166,0.153,0.121,0.192,4.175,3.832
5142,0.488,0.297,0.115,0.18,0.107,0.191,3.708,2.526
5143,0.361,0.351,0.173,0.165,0.106,0.151,2.683,3.058
5145,0.269,0.259,0.151,0.144,0.16,0.237,3.994,2.995
5147,0.294,0.357,0.179,0.137,0.34,0.152,4.158,3.228
5148,0.356,0.342,0.144,0.155,0.173,0.158,4.605,4.082
515,0.368,0.322,0.134,0.156,0.131,0.223,4.115,4.17
5151,0.336,0.413,0.123,0.097,0.134,0.137,4.34,2.652
5153,0.452,0.327,0.131,0.158,0.095,0.155,3.273,3.196
5154,0.276,0.379,0.155,0.132,0.13,0.181,3.724,2.814
5156,0.329,0.307,0.086,0.211,0.057,0.193,2.159,2.474
5157,0.428,0.332,0.137,0.103,0.196,0.116,4.697,1.893
5158,0.31,0.315,0.172,0.17,0.158,0.166,4.827,3.935
5159,0.263,0.37,0.155,0.162,0.159,0.154,3.76,2.007
516,0.37,0.236,0.153,0.154,0.237,0.221,4.286,4.222
5160,0.42,0.29,0.148,0.148,0.146,0.134,2.768,3.19
5162,0.286,0.385,0.138,0.194,0.142,0.175,4.318,4.11
5163,0.403,0.348,0.142,0.126,0.181,0.113,4.546,2.264
5164,0.414,0.29,0.173,0.151,0.164,0.155,5.293,3.323
5165,0.32,0.206,0.134,0.11,0.164,0.119,4.006,1.089
5167,0.31,0.355,0.134,0.146,0.109,0.213,3.561,3.62
5169,0.218,0.276,0.172,0.114,0.203,0.185,4.331,2.474
517,0.35,0.163,0.172,0.136,0.181,0.194,3.198,4.531
5170,0.579,0.359,0.14,0.16,0.154,0.2,4.362,3.131
5172,0.365,0.338,0.167,0.157,0.122,0.139,3.965,3.579
5173,0.335,0.29,0.115,0.169,0.098,0.196,3.339,4.077
5174,0.43,0.249,0.134,0.125,0.144,0.189,2.843,3.175
5175,0.375,0.298,0.149,0.143,0.127,0.164,3.981,2.454
5176,0.296,0.403,0.136,0.176,0.14,0.167,2.98,3.119
5177,0.348,0.328,0.207,0.165,0.229,0.167,4.966,3.77
5178,0.334,0.34,0.164,0.157,0.125,0.154,2.966,3.866
5179,0.283,0.428,0.143,0.176,0.14,0.147,2.876,2.872
518,0.42,0.147,0.187,0.203,0.182,0.175,1.624,3.737
5180,0.423,0.272,0.132,0.232,0.087,0.165,2.532,2.522
5183,0.358,0.304,0.093,0.133,0.119,0.211,4.029,4.164
5184,0.528,0.319,0.026,0.156,0.042,0.151,0.914,3.707
5186,0.534,0.32,0.118,0.147,0.122,0.165,3.505,3.859
5188,0.339,0.509,0.127,0.199,0.124,0.188,3.428,3.108
5189,0.342,0.343,0.152,0.166,0.105,0.179,2.802,3.584
5190,0.412,0.314,0.148,0.154,0.166,0.18,3.981,3.504
5191,0.271,0.37,0.198,0.126,0.161,0.154,2.807,2.984
5192,0.493,0.297,0.102,0.187,0.086,0.159,4.129,4.758
5193,0.271,0.43,0.118,0.217,0.098,0.167,4.216,3.386
5194,0.407,0.251,0.143,0.257,0.129,0.165,3.419,2.401
5195,0.378,0.303,0.148,0.119,0.14,0.169,4.122,3.492
5196,0.223,0.169,0.171,0.186,0.157,0.193,2.695,2.401
5198,0.311,0.32,0.222,0.15,0.194,0.124,4.436,3.885
52,0.28,0.384,0.146,0.138,0.165,0.247,3.335,3.141
5200,0.323,0.389,0.132,0.16,0.168,0.123,2.945,3.406
5203,0.276,0.329,0.211,0.151,0.18,0.125,5.055,3.678
5204,0.383,0.41,0.175,0.141,0.177,0.15,4.732,2.714
5206,0.499,0.271,0.18,0.145,0.138,0.137,4.643,3.255
5207,0.319,0.354,0.176,0.157,0.167,0.125,5.071,2.738
5208,0.431,0.255,0.136,0.163,0.125,0.21,1.992,3.31
5209,0.313,0.331,0.144,0.133,0.11,0.175,2.097,3.443
521,0.332,0.367,0.165,0.122,0.151,0.245,3.541,2.866
5210,0.329,0.348,0.198,0.113,0.177,0.127,4.972,2.288
5211,0.51,0.289,0.188,0.131,0.123,0.127,4.313,3.421
5212,0.371,0.331,0.145,0.15,0.099,0.147,3.065,2.71
5216,0.192,0.333,0.157,0.161,0.091,0.158,1.421,2.627
5217,0.282,0.254,0.15,0.233,0.099,0.21,2.752,3.391
5218,0.435,0.375,0.134,0.163,0.187,0.125,3.81,2.885
5219,0.329,0.419,0.16,0.134,0.176,0.167,1.999,2.793
522,0.438,0.279,0.154,0.177,0.103,0.174,3.528,3.591
5220,0.175,0.25,0.236,0.108,0.238,0.134,4.568,3.448
5221,0.368,0.383,0.158,0.166,0.104,0.149,2.991,3.604
5222,0.501,0.26,0.126,0.164,0.127,0.188,3.642,3.187
5223,0.423,0.313,0.195,0.153,0.13,0.152,3.29,3.45
5225,0.334,0.356,0.125,0.136,0.089,0.152,3.351,3.809
5227,0.226,0.284,0.16,0.174,0.121,0.172,2.881,3.162
523,0.335,0.313,0.183,0.123,0.14,0.214,3.541,3.239
5230,0.366,0.279,0.161,0.141,0.237,0.17,3.31,2.411
5232,0.353,0.306,0.177,0.167,0.139,0.148,4.418,3.519
5233,0.285,0.362,0.143,0.178,0.107,0.191,2.723,4.026
5234,0.359,0.269,0.128,0.188,0.101,0.204,3.031,4.799
5235,0.257,0.348,0.154,0.178,0.15,0.163,2.254,2.346
5236,0.295,0.438,0.156,0.093,0.169,0.07,3.966,1.749
5237,0.227,0.237,0.172,0.183,0.151,0.206,2.721,3.286
5238,0.335,0.345,0.155,0.176,0.172,0.152,4.819,3.449
524,0.3,0.158,0.157,0.217,0.159,0.222,3.233,2.215
5240,0.376,0.268,0.149,0.141,0.113,0.182,3.206,4.141
5241,0.425,0.296,0.152,0.171,0.131,0.169,3.565,3.594
5242,0.293,0.281,0.132,0.178,0.128,0.164,2.358,2.509
5243,0.254,0.397,0.159,0.143,0.184,0.212,5.048,3.211
5244,0.403,0.386,0.156,0.112,0.152,0.214,3.117,2.745
5246,0.299,0.434,0.171,0.112,0.154,0.154,3.123,3.743
5248,0.34,0.309,0.1,0.213,0.109,0.198,3.101,4.493
5249,0.381,0.384,0.168,0.146,0.173,0.112,3.233,3.012
525,0.354,0.248,0.151,0.13,0.162,0.164,4.345,3.579
5250,0.296,0.387,0.179,0.102,0.203,0.141,2.878,3.566
5251,0.406,0.369,0.102,0.171,0.196,0.125,2.755,3.484
5253,0.345,0.355,0.163,0.161,0.174,0.165,3.874,3.388
5254,0.344,0.382,0.129,0.168,0.099,0.226,2.135,3.563
5255,0.306,0.321,0.135,0.199,0.132,0.175,2.678,4.177
5256,0.367,0.275,0.107,0.192,0.078,0.159,1.77,2.609
5257,0.422,0.366,0.099,0.211,0.091,0.165,2.27,2.543
5258,0.356,0.398,0.124,0.158,0.201,0.173,2.811,2.61
526,0.423,0.299,0.173,0.134,0.171,0.153,4.835,3.663
5261,0.278,0.39,0.192,0.183,0.137,0.131,2.961,3.263
5263,0.308,0.347,0.177,0.138,0.22,0.157,4.433,3.572
5264,0.501,0.28,0.135,0.213,0.12,0.186,2.763,1.909
5266,0.185,0.364,0.191,0.125,0.124,0.143,3.396,4.087
5267,0.557,0.307,0.123,0.167,0.099,0.163,2.813,2.721
5269,0.351,0.249,0.117,0.227,0.116,0.209,2.24,2.978
527,0.373,0.324,0.151,0.141,0.152,0.131,3.446,2.999
